repo_name,week,n_prs,mean_log_hours,mean_hours,merge_rate,is_treated_repo,treatment_date,event_time_weeks,post,treated,treated_x_post,event_quarter,eq_m8,eq_m7,eq_m6,eq_m5,eq_m4,eq_m3,eq_m2,eq_0,eq_1,eq_2,eq_3,eq_4,eq_5,eq_6,eq_7,eq_8
AvaloniaUI/Avalonia,2022-08-01,22,2.6951980035325507,102.0909090909091,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-08-08,24,2.5300251088164845,36.75,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-08-15,12,3.7786623316864527,1065.0833333333333,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-08-22,7,3.030819315843973,104.42857142857143,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-08-29,8,2.854874857933563,230.125,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-09-05,19,3.598550483300222,724.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-09-12,7,2.316943884186378,377.42857142857144,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-09-19,7,3.248789323777276,80.85714285714286,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-09-26,7,3.655591535418256,1547.2857142857142,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-10-03,13,4.152518091091678,236.46153846153845,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-10-10,27,3.5669141166734613,164.55555555555554,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-10-17,20,2.6210797251399915,541.7,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-10-24,10,3.6229563665296274,209.2,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-10-31,15,2.4306695882345846,22.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-11-07,16,3.1779224143965656,162.75,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-11-14,15,4.01356455751103,701.0666666666667,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-11-21,12,3.411251561318915,251.16666666666666,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-11-28,30,4.146370369089029,760.1333333333333,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-12-05,17,3.6441734521141083,254.11764705882354,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-12-12,25,3.1346962567862473,677.44,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-12-19,5,3.163975655318231,102.8,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2022-12-26,12,2.9974679244617572,172.41666666666666,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-01-02,43,3.1802353083884682,412.30232558139534,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-01-09,12,3.45981007036089,160.66666666666666,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-01-16,24,3.8233868323732896,299.2916666666667,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-01-23,24,2.7284604667836376,100.95833333333333,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-01-30,42,2.854040199376015,109.21428571428571,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-02-06,22,2.6464255198582483,167.8181818181818,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-02-13,26,2.459736511666196,290.15384615384613,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-02-20,33,3.13293725815814,66.63636363636364,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-02-27,21,2.8631767204486818,125.28571428571429,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-03-06,17,2.4717038073903246,45.1764705882353,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-03-13,12,3.854709523840908,545.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-03-20,14,3.128389010348143,71.28571428571429,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-03-27,22,4.146903453445413,236.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-04-03,17,3.987302212477929,705.2352941176471,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-04-10,12,2.078649126075683,19.916666666666668,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-04-17,24,3.544058258395309,169.16666666666666,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-04-24,25,2.2909629096791053,34.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-05-01,25,3.2585344132233534,259.36,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-05-08,25,3.577401878042721,589.16,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-05-15,24,2.8446109119384904,663.8333333333334,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-05-22,16,3.6254129295748028,1014.625,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-05-29,28,2.4853833419370623,243.67857142857142,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-06-05,9,2.993248556218405,462.44444444444446,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-06-12,21,3.258822656240392,75.71428571428571,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-06-19,14,3.322004342604271,69.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-06-26,21,2.449466994027704,215.76190476190476,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-07-03,23,4.0965493250321074,377.8695652173913,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-07-10,22,3.647305215877281,227.27272727272728,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-07-17,13,3.0453069499640573,261.3076923076923,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-07-24,10,4.335045170726021,1748.6,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-07-31,6,5.558074551760036,980.6666666666666,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-08-07,9,5.467857402774801,1436.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-08-14,17,3.328316619338377,354.2352941176471,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-08-21,18,4.563103493799904,496.05555555555554,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-08-28,21,3.7234450498927316,584.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-09-04,18,5.060127791170712,1057.9444444444443,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-09-11,18,4.0843420628688,134.05555555555554,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-09-18,16,3.0448654049369503,86.375,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-09-25,28,2.7944165047077116,79.85714285714286,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-10-02,20,3.785594611145194,1027.5,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-10-09,19,4.152228074286249,177.89473684210526,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-10-16,15,2.4841608560209205,53.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-10-23,11,5.244656563902529,1237.909090909091,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-10-30,15,4.081959609950934,980.0666666666667,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-11-06,22,4.72306515958848,484.95454545454544,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-11-13,9,3.2362867631495624,438.44444444444446,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-11-20,23,3.0391180972930023,57.26086956521739,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-11-27,8,4.738654393542879,831.875,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-12-04,9,5.072611036367482,977.6666666666666,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-12-11,26,4.9140498365339305,891.6538461538462,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-12-18,10,3.956093977145939,177.7,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2023-12-25,4,5.013804806193986,270.75,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-01-01,10,4.452536536741752,360.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-01-08,16,4.0672793787172585,604.125,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-01-15,16,4.00671723843689,1302.5,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-01-22,14,3.623373943526125,379.2857142857143,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-01-29,31,4.163302427383153,476.19354838709677,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-02-05,27,3.0498894378029315,151.62962962962962,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-02-12,11,4.659837398576752,261.27272727272725,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-02-19,15,3.0705634899651457,60.46666666666667,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-02-26,16,3.87142301204918,287.1875,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-03-04,35,2.017271305755645,11.714285714285714,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-03-11,21,3.905744432820955,470.6666666666667,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-03-18,20,4.442977477494685,796.9,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-03-25,18,4.64288565531726,486.94444444444446,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-04-01,14,3.252814351229088,195.57142857142858,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-04-08,20,3.354490588861789,219.1,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-04-15,24,3.1144254475671396,257.8333333333333,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-04-22,23,3.1608343083501595,373.5652173913044,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-04-29,13,3.2922405796880008,365.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-05-06,15,4.405351214845579,524.6666666666666,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-05-13,15,3.6526081268895356,275.3333333333333,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-05-20,4,5.635553215098334,687.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-05-27,11,4.6266610831274075,675.3636363636364,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-06-03,9,3.4248428769212023,111.77777777777777,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-06-10,14,4.183708909602128,335.7142857142857,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-06-17,11,4.849762050354986,464.09090909090907,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-06-24,26,3.729041801963688,276.7692307692308,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-07-01,10,3.258503341444851,105.9,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-07-08,14,3.3490672027677975,227.28571428571428,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-07-15,10,4.264925297561605,275.6,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-07-22,14,4.402430761451518,913.9285714285714,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-07-29,16,4.246742580606086,294.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-08-05,17,4.513244910843305,228.8235294117647,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-08-12,11,4.376430918039592,354.45454545454544,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-08-19,16,4.456072943335919,973.75,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-08-26,7,6.4940583821528355,1589.7142857142858,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-09-02,8,5.6024581682364225,694.25,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-09-09,8,3.0289098222734467,209.625,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-09-16,13,3.6681344320152203,99.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-09-23,17,3.418889369523728,49.1764705882353,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-09-30,8,4.936216851628373,330.25,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-10-07,10,3.943985391401521,178.4,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-10-14,5,6.320101981529911,2064.8,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-10-21,7,4.567055331787616,1802.142857142857,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-10-28,14,3.698313281667837,196.78571428571428,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-11-04,13,4.142391532404137,388.6923076923077,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-11-11,17,3.7182447563062593,299.11764705882354,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-11-18,7,1.86071014734224,7.285714285714286,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-11-25,5,3.518719155926155,46.4,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-12-02,14,4.110184645639441,315.57142857142856,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-12-09,10,4.338605507431451,695.3,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-12-16,8,2.8577664747668763,158.25,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2024-12-30,4,4.97064001523708,663.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-01-06,10,4.596912068383409,385.1,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-01-13,5,5.091993935521744,219.8,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-01-20,9,3.86611587330677,114.33333333333333,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-01-27,9,4.897685182671299,821.5555555555555,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-02-03,8,4.505678606286545,255.875,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-02-10,6,1.2688874965901065,4.666666666666667,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-02-17,9,3.9993893539354963,189.77777777777777,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-02-24,11,4.684808943250179,192.0909090909091,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-03-03,9,4.430880855705471,434.1111111111111,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-03-10,11,4.280967976792431,570.6363636363636,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-03-17,11,3.5006178458305275,375.3636363636364,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-03-24,2,2.6020033435383976,15.5,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-03-31,6,2.864062468750347,211.33333333333334,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-04-07,4,2.276244964079589,17.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-04-14,7,4.024536542284559,447.2857142857143,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-04-21,4,3.881151026029507,463.25,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-04-28,6,4.3851376227989425,289.6666666666667,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-05-05,6,5.526653392962757,843.6666666666666,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-05-12,4,4.3926736182564525,183.25,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-05-19,5,4.030102612688536,588.8,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-05-26,1,0.0,0.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-06-02,4,4.070735411434548,280.5,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-06-09,1,5.298317366548036,199.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-06-16,6,2.829112517298586,34.666666666666664,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-06-23,3,1.8268796411139971,7.333333333333333,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-06-30,3,4.177790261888213,366.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-07-07,3,6.157485482320721,474.3333333333333,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvaloniaUI/Avalonia,2025-07-14,2,5.280400140043429,248.0,0.0,False,,,0,0,0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
