repo_name,month,n_prs,mean_log_hours,is_treated_repo,treatment_date,event_time_months,treated,em_m24,em_m23,em_m22,em_m21,em_m20,em_m19,em_m18,em_m17,em_m16,em_m15,em_m14,em_m13,em_m12,em_m11,em_m10,em_m9,em_m8,em_m7,em_m6,em_m5,em_m4,em_m3,em_m2,em_0,em_1,em_2,em_3,em_4,em_5,em_6,em_7,em_8,em_9,em_10,em_11,em_12,em_13,em_14,em_15,em_16,em_17,em_18,em_19,em_20,em_21,em_22,em_23,em_24
AUTOMATIC1111/stable-diffusion-webui,2023-06-01,83,3.64973136157662,True,2022-10-11,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2023-07-01,117,2.389259996305971,True,2022-10-11,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2023-08-01,133,2.2444979004208285,True,2022-10-11,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2023-09-01,62,4.776778842178387,True,2022-10-11,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2023-10-01,44,3.5704131884523616,True,2022-10-11,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2023-11-01,53,3.5154816416634214,True,2022-10-11,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2023-12-01,65,2.831196317332221,True,2022-10-11,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2024-01-01,78,2.664263483023421,True,2022-10-11,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2024-02-01,37,3.1246445448127744,True,2022-10-11,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2024-03-01,60,2.49903116238766,True,2022-10-11,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AUTOMATIC1111/stable-diffusion-webui,2024-04-01,37,3.648318068170594,True,2022-10-11,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
